timeline,survival,cum_abandon,n_at_risk
259.0,0.39756768808674575,0.6024323119132542,19
259.5,0.39756768808674575,0.6024323119132542,19
260.0,0.39756768808674575,0.6024323119132542,19
260.5,0.39756768808674575,0.6024323119132542,19
261.0,0.39756768808674575,0.6024323119132542,19
261.5,0.39756768808674575,0.6024323119132542,19
262.0,0.39756768808674575,0.6024323119132542,19
262.5,0.39756768808674575,0.6024323119132542,19
263.0,0.39756768808674575,0.6024323119132542,19
263.5,0.39756768808674575,0.6024323119132542,19
264.0,0.39756768808674575,0.6024323119132542,19
264.5,0.39756768808674575,0.6024323119132542,19
265.0,0.39756768808674575,0.6024323119132542,19
265.5,0.39756768808674575,0.6024323119132542,19
266.0,0.39756768808674575,0.6024323119132542,19
266.5,0.39756768808674575,0.6024323119132542,19
267.0,0.39756768808674575,0.6024323119132542,19
267.5,0.39756768808674575,0.6024323119132542,19
268.0,0.39756768808674575,0.6024323119132542,19
268.5,0.39756768808674575,0.6024323119132542,19
269.0,0.39756768808674575,0.6024323119132542,19
269.5,0.39756768808674575,0.6024323119132542,19
270.0,0.39756768808674575,0.6024323119132542,19
270.5,0.39756768808674575,0.6024323119132542,19
271.0,0.39756768808674575,0.6024323119132542,19
271.5,0.39756768808674575,0.6024323119132542,19
272.0,0.3252826538891556,0.6747173461108444,10
272.5,0.3252826538891556,0.6747173461108444,10
273.0,0.3252826538891556,0.6747173461108444,10
273.5,0.3252826538891556,0.6747173461108444,10
274.0,0.3252826538891556,0.6747173461108444,10
274.5,0.3252826538891556,0.6747173461108444,10
275.0,0.3252826538891556,0.6747173461108444,10
275.5,0.3252826538891556,0.6747173461108444,10
276.0,0.3252826538891556,0.6747173461108444,10
276.5,0.3252826538891556,0.6747173461108444,10
277.0,0.3252826538891556,0.6747173461108444,10
277.5,0.28914013679036055,0.7108598632096395,9
278.0,0.28914013679036055,0.7108598632096395,9
278.5,0.28914013679036055,0.7108598632096395,9
279.0,0.28914013679036055,0.7108598632096395,9
279.5,0.28914013679036055,0.7108598632096395,9
280.0,0.28914013679036055,0.7108598632096395,9
280.5,0.28914013679036055,0.7108598632096395,9
281.0,0.28914013679036055,0.7108598632096395,9
281.5,0.28914013679036055,0.7108598632096395,9
