주차장명,주소,자치구,법정동,법정동코드,면수,위도,경도,소스,공공근거,UPIS대분류,UPIS시설명,고시번호,옥내외,옥내자주,옥외자주,현행차고지,현행차고지거리m,운영시간,급지,이용효율
영등포여고 공영(구),영등포구 신길동 184-3,영등포구,신길동,11560132,98.0,37.5152065,126.9151402,공영,P법정공영,,,,혼합,31.0,40.0,,,,,
당산근린공원 공영(구),영등포구 당산동3가 385-0,영등포구,당산동3가,11560113,190.0,37.5255451,126.8957776,공영,P법정공영,,,,옥내,190.0,0.0,,,,,
대림운동장(구),영등포구 대림동 780-0,영등포구,대림동,11560133,192.0,37.4992383,126.8944447,공영,P법정공영,,,,옥내,192.0,0.0,대림운동장,269.0,,,
은평평화공원지하 공영주차장(구),은평구 녹번동 153-1,은평구,녹번동,11380102,66.0,37.6053521,126.92314,공영,P법정공영,,,,옥내,143.0,0.0,,,,,
신당동 공영주차장(구),중구 신당동 300-6,중구,신당동,11140162,75.0,37.5620653,127.0144555,공영,P법정공영,,,,혼합,74.0,1.0,,,,,
남산동 공영주차장(구),중구 남산동2가 30-4,중구,남산동2가,11140129,48.0,37.5592457,126.9855536,공영,P법정공영,,,,옥내,49.0,0.0,,,,,
삼성1문화센터 공영주차장(구),강남구 삼성동 161-2,강남구,삼성동,11680105,68.0,37.5143402,127.0626318,공영,P법정공영,,,,옥내,70.0,0.0,,,,,
논현초교 공영주차장(구),강남구 논현동 168-0,강남구,논현동,11680108,186.0,37.5081715,127.0262901,공영,P법정공영,,,,옥외,0.0,192.0,,,,,
마장축산물시장(건물) 공영주차장(구),성동구 마장동 525-1,성동구,마장동,11200105,107.0,37.5714775,127.039918,공영,P법정공영,,,,옥내,111.0,0.0,,,,,
볏골공원 지하공영주차장(구),강서구 화곡동 98-99,강서구,화곡동,11500103,219.0,37.5414741,126.8443908,공영,P법정공영,,,,옥내,237.0,0.0,,,,,
구의3동 공영주차장(구),광진구 구의동 219-15,광진구,구의동,11215103,159.0,37.5391104,127.0913776,공영,P법정공영,,,,옥내,160.0,0.0,,,,,
암사1동 주차장(구),강동구 암사동 59-2,강동구,암사동,11740107,114.0,37.5528187,127.1378865,공영,P법정공영,,,,옥내,112.0,0.0,,,,,
망원1-2 공영주차장(구),마포구 망원동 403-2,마포구,망원동,11440123,148.0,37.5555387,126.9058748,공영,P법정공영,,,,혼합,146.0,6.0,,,,,
청파동1마을공원공영주차장(구),용산구 청파동3가 118-102,용산구,청파동3가,11170111,105.0,37.5429441,126.9684063,공영,P법정공영,,,,옥내,105.0,0.0,,,,,
도곡로21길 7 공영주차장(구),강남구 역삼동 795-25,강남구,역삼동,11680101,75.0,37.4925021,127.0387937,공영,P법정공영,,,,옥내,78.0,0.0,,,,,
영희초교 공영주차장(구),강남구 일원동 617-0,강남구,일원동,11680114,185.0,37.4918658,127.0813335,공영,P법정공영,,,,옥내,374.0,0.0,,,,,
개봉1동 노외주차장(구),구로구 개봉동 134-8,구로구,개봉동,11530107,134.0,37.4999922,126.8510372,공영,P법정공영,,,,옥외,0.0,5.0,,,,,
수유일공원 공영주차장(구),강북구 수유동 605-407,강북구,수유동,11305103,90.0,37.6305853,127.0174205,공영,P법정공영,,,,혼합,89.0,2.0,,,,,
미아동 공영주차장(구),강북구 미아동 222-100,강북구,미아동,11305101,155.0,37.6285646,127.0223353,공영,P법정공영,,,,옥내,155.0,0.0,,,,,
번동 햇살 주차장(구),강북구 번동 148-380,강북구,번동,11305102,187.0,37.6250958,127.0334084,공영,P법정공영,,,,혼합,181.0,4.0,,,,,
가로공원 지하 주차장(구),강서구 화곡동 662-15,강서구,화곡동,11500103,512.0,37.5375697,126.8396021,공영,P법정공영,,,,옥내,501.0,0.0,,,,,
오류1동 텃골주차장(구),구로구 오류동 6-11,구로구,오류동,11530108,81.0,37.4954739,126.8391322,공영,P법정공영,,,,옥내,84.0,0.0,,,,,
중곡시장주차장(구),광진구 중곡동 221-6,광진구,중곡동,11215101,19.0,37.5638664,127.0819056,공영,P법정공영,,,,혼합,2.0,19.0,,,,,
구룡 공영주차장(구),금천구 독산동 964-0,금천구,독산동,11545102,22.0,37.4778789,126.9027274,공영,P법정공영,,,,옥내,22.0,0.0,,,,,
다목적 공영주차장(구),금천구 독산동 971-0,금천구,독산동,11545102,46.0,37.4763311,126.9018713,공영,P법정공영,,,,옥내,46.0,0.0,,,,,
마장축산물시장 서문(건물) 공영주차장(구),성동구 마장동 522-1,성동구,마장동,11200105,126.0,37.5704869,127.0383066,공영,P법정공영,,,,혼합,117.0,27.0,,,,,
다산아트 공영주차장(구),중구 신당동 432-612,중구,신당동,11140162,75.0,37.5516645,127.0044247,공영,P법정공영,,,,옥내,76.0,0.0,,,,,
영등포구청별관 공영주차장(구),영등포구 당산동3가 560-0,영등포구,당산동3가,11560113,61.0,37.5284763,126.8943645,공영,P법정공영,,,,옥외,0.0,50.0,,,,,
고척근린공원지하주차장(구),구로구 고척동 9-14,구로구,고척동,11530106,199.0,37.5055867,126.8522309,공영,P법정공영,,,,혼합,199.0,45.0,고척차고지,146.0,,,
독산4동 공영주차장(구),금천구 독산동 187-40,금천구,독산동,11545102,63.0,37.4694332,126.904505,공영,P법정공영,,,,옥내,63.0,0.0,,,,,
시흥4동 공영주차장(신흥초교지하)(구),금천구 시흥동 704-56,금천구,시흥동,11545103,124.0,37.4594173,126.9088708,공영,P법정공영,,,,옥내,124.0,0.0,,,,,
시흥 4동 (삼성)공영주차장(구),금천구 시흥동 171-1,금천구,시흥동,11545103,51.0,37.4545816,126.9090347,공영,P법정공영,,,,옥내,51.0,0.0,,,,,
도곡초 공영주차장(구),강남구 대치동 924-10,강남구,대치동,11680106,195.0,37.4990767,127.0546634,공영,P법정공영,,,,옥내,200.0,0.0,,,,,
신구초 공영주차장(구),강남구 신사동 550-11,강남구,신사동,11680107,184.0,37.522721,127.0238855,공영,P법정공영,,,,옥내,194.0,0.0,,,,,
송파나루공원 동호주차장(구),송파구 신천동 32-0,송파구,신천동,11710102,20.0,37.5115213,127.1051229,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
송파근린공원(구),송파구 송파동 113-2,송파구,송파동,11710104,324.0,37.5059265,127.1097648,공영,P법정공영,,,,옥내,159.0,0.0,,,,,
경부제3녹지공영주차장(구),영등포구 신길동 69-39,영등포구,신길동,11560132,143.0,37.5135683,126.9230951,공영,P법정공영,,,,옥내,143.0,0.0,,,,,
중계4동 임시공영주차장(구),노원구 중계동 606-2,노원구,중계동,11350106,39.0,37.6585557,127.0737282,공영,P법정공영,,,,옥내,12.0,0.0,,,,,
목사랑시장(구),양천구 목동 723-7,양천구,목동,11470102,24.0,37.5389639,126.8653456,공영,P법정공영,,,,옥내,24.0,0.0,,,,,
약령시 공영주차장(구),동대문구 제기동 1082-0,동대문구,제기동,11230103,196.0,37.5806753,127.0376282,공영,P법정공영,,,,옥내,224.0,0.0,,,,,
방배1동 공영주차장(구),서초구 방배동 328-1,서초구,방배동,11650101,120.0,37.4854797,126.9924527,공영,P법정공영,,,,옥내,123.0,0.0,,,,,
양재근린공원 공영주차장(구),서초구 양재동 311-0,서초구,양재동,11650102,101.0,37.4717201,127.0423399,공영,P법정공영,,,,옥내,102.0,0.0,,,,,
수송초등학교 공영주차장(구),강북구 번동 456-0,강북구,번동,11305102,185.0,37.6371136,127.0330212,공영,P법정공영,,,,혼합,174.0,6.0,,,,,
여울 공영주차장(구),양천구 신월동 151-5,양천구,신월동,11470103,76.0,37.5350451,126.8241406,공영,P법정공영,,,,옥내,75.0,0.0,,,,,
노량진 청사 공영주차장(구),동작구 노량진동 47-2,동작구,노량진동,11590101,86.0,37.5122679,126.9394287,공영,P법정공영,,,,옥외,0.0,109.0,,,,,
벚꽃길주차장(구),양천구 신정동 884-8,양천구,신정동,11470101,33.0,37.5275594,126.8599631,공영,P법정공영,,,,옥내,71.0,0.0,,,,,
마을마당주차장(구),양천구 신월동 129-6,양천구,신월동,11470103,114.0,37.5306753,126.8331839,공영,P법정공영,,,,혼합,110.0,3.0,,,,,
문화회관 지하 주차장(구),양천구 신정동 322-0,양천구,신정동,11470101,93.0,37.5165134,126.8632805,공영,P법정공영,,,,옥내,109.0,0.0,,,,,
묵정공원지하 공영주차장(구),중구 충무로5가 21-0,중구,충무로5가,11140133,491.0,37.5637805,126.9998001,공영,P법정공영,,,,옥내,502.0,0.0,,,,,
동화동 공영주차장(구),중구 신당동 52-7,중구,신당동,11140162,229.0,37.5613638,127.0190041,공영,P법정공영,,,,옥내,229.0,0.0,,,,,
성곽 공영주차장(구),중구 신당동 432-2026,중구,신당동,11140162,44.0,37.5505416,127.0048384,공영,P법정공영,,,,옥내,45.0,0.0,,,,,
청구 공영주차장(구),중구 신당동 330-17,중구,신당동,11140162,51.0,37.5589967,127.0133867,공영,P법정공영,,,,옥내,64.0,0.0,,,,,
충현 공영주차장(구),중구 신당동 432-462,중구,신당동,11140162,108.0,37.5521909,127.0056717,공영,P법정공영,,,,혼합,109.0,2.0,,,,,
다산동 공영주차장(구),중구 신당동 432-1584,중구,신당동,11140162,85.0,37.5544648,127.0084497,공영,P법정공영,,,,옥내,86.0,0.0,,,,,
버티 공영주차장(구),중구 신당동 432-1693,중구,신당동,11140162,92.0,37.5490844,127.0059229,공영,P법정공영,,,,옥내,84.0,0.0,,,,,
신당사거리 공영주차장(구),중구 신당동 110-1,중구,신당동,11140162,45.0,37.565122,127.0170109,공영,P법정공영,,,,옥내,45.0,0.0,,,,,
장충 공영주차장(구),중구 장충동2가 193-39,중구,장충동2가,11140144,106.0,37.5600096,127.0013221,공영,P법정공영,,,,옥내,106.0,0.0,,,,,
손기정체육공원 공영주차장(구),중구 만리동2가 6-1,중구,만리동2가,11140174,162.0,37.5555978,126.9645835,공영,P법정공영,,,,옥내,197.0,0.0,,,,,
용문동 공영주차장(구),용산구 도원동 4-5,용산구,도원동,11170120,39.0,37.5389451,126.95758,공영,P법정공영,,,,혼합,54.0,1.0,,,,,
이태원2동 공영주차장(구),용산구 이태원동 227-9,용산구,이태원동,11170130,110.0,37.540376,126.9926361,공영,P법정공영,,,,옥내,112.0,0.0,,,,,
응봉동(건물) 공영주차장(구),성동구 행당동 341-59,성동구,행당동,11200107,156.0,37.5533305,127.0307268,공영,P법정공영,,,,옥내,150.0,0.0,,,,,
도선동(지하) 공영주차장(구),성동구 홍익동 369-0,성동구,홍익동,11200103,186.0,37.5655383,127.0316946,공영,P법정공영,,,,옥내,194.0,0.0,,,,,
자양유수지 공영주차장(구),광진구 자양동 594-0,광진구,자양동,11215105,287.0,37.5293737,127.0775186,공영,P법정공영,,,,옥외,0.0,28.0,,,,,
원묵 고등학교 공용 지하주차장(구),중랑구 묵동 23-0,중랑구,묵동,11260104,107.0,37.6154375,127.0860784,공영,P법정공영,,,,혼합,102.0,6.0,,,,,
중화1동공영주차장(구),중랑구 중화동 29-2,중랑구,중화동,11260103,130.0,37.6027369,127.0816175,공영,P법정공영,,,,혼합,154.0,64.0,,,,,
냉천길 공영주차장(구),강북구 미아동 756-1,강북구,미아동,11305101,104.0,37.6239842,127.0195557,공영,P법정공영,,,,옥내,103.0,0.0,,,,,
교통광장 공영주차장(구),강북구 우이동 265-0,강북구,우이동,11305104,158.0,37.6620711,127.0073353,공영,P법정공영,,,,옥외,0.0,1.0,,,,,
새장골공영주차장(구),은평구 불광동 480-352,은평구,불광동,11380103,40.0,37.6244673,126.923556,공영,P법정공영,,,,옥내,48.0,0.0,,,,,
염리 공영주차장(구),마포구 염리동 174-3,마포구,염리동,11440109,135.0,37.5419694,126.9452263,공영,P법정공영,,,,옥내,135.0,0.0,,,,,
목3동 해운주차장(구),양천구 목동 711-6,양천구,목동,11470102,63.0,37.5419234,126.8651189,공영,P법정공영,,,,혼합,44.0,20.0,,,,,
구로리공원지하주차장(구),구로구 구로동 139-82,구로구,구로동,11530102,203.0,37.4908823,126.8915278,공영,P법정공영,,,,옥내,203.0,0.0,,,,,
고척1동마을공동주차장(구),구로구 고척동 52-54,구로구,고척동,11530106,125.0,37.5022814,126.8639022,공영,P법정공영,,,,옥내,125.0,0.0,,,,,
대림2동공영(구),영등포구 대림동 1072-25,영등포구,대림동,11560133,151.0,37.4915343,126.8996504,공영,P법정공영,,,,옥내,154.0,0.0,,,,,
도림초교공영(구),영등포구 신길동 285-1,영등포구,신길동,11560132,145.0,37.5081148,126.9074054,공영,P법정공영,,,,옥내,83.0,0.0,,,,,
대림어린이공원 공영(구),영등포구 대림동 870-0,영등포구,대림동,11560133,198.0,37.4912027,126.9032807,공영,P법정공영,,,,옥내,198.0,0.0,,,,,
신길4동1마을공원 공영(구),영등포구 신길동 232-20,영등포구,신길동,11560132,130.0,37.5071782,126.9116282,공영,P법정공영,,,,혼합,130.0,9.0,,,,,
보라매 제1공영주차장(구),관악구 봉천동 110-4,관악구,봉천동,11620101,131.0,37.4885455,126.9345265,공영,P법정공영,,,,혼합,97.0,35.0,,,,,
대치2문화센터 공영주차장(구),강남구 대치동 980-9,강남구,대치동,11680106,156.0,37.5022569,127.0641656,공영,P법정공영,,,,옥내,158.0,0.0,,,,,
구룡공원 공영주차장(구),서초구 양재동 399-0,서초구,양재동,11650102,131.0,37.4715333,127.0487423,공영,P법정공영,,,,옥내,132.0,0.0,,,,,
반포동 방음언덕형 공영주차장(구),서초구 반포동 730-0,서초구,반포동,11650107,56.0,37.504851,127.0183502,공영,P법정공영,,,,옥내,104.0,0.0,,,,,
강남치매지원센터 공영주차장(구),강남구 삼성동 113-26,강남구,삼성동,11680105,90.0,37.5102435,127.0464399,공영,P법정공영,,,,옥내,105.0,0.0,,,,,
무궁화 공영주차장(구),서초구 서초동 1666-17,서초구,서초동,11650108,68.0,37.4923734,127.0167863,공영,P법정공영,,,,혼합,55.0,14.0,,,,,
천호1동 주차장(구),강동구 천호동 87-26,강동구,천호동,11740109,188.0,37.5446011,127.1366194,공영,P법정공영,,,,옥내,192.0,0.0,,,,,
동산마을 공영주차장(구),서초구 양재동 370-5,서초구,양재동,11650102,121.0,37.470091,127.044309,공영,P법정공영,,,,옥내,122.0,0.0,,,,,
서래마을 공영주차장 - 공사중(구),서초구 반포동 90-7,서초구,반포동,11650107,78.0,37.4970941,126.9987551,공영,P법정공영,,,,혼합,77.0,2.0,,,,,
천호3동 주차장(구),강동구 천호동 167-195,강동구,천호동,11740109,187.0,37.5388924,127.1332189,공영,P법정공영,,,,옥내,190.0,0.0,,,,,
명일동 주차장(구),강동구 명일동 312-250,강동구,명일동,11740101,241.0,37.5508836,127.1428871,공영,P법정공영,,,,혼합,214.0,40.0,,,,,
필동 공영주차장(구),중구 필동3가 62-12,중구,필동3가,11140139,47.0,37.5566089,126.9958738,공영,P법정공영,,,,혼합,39.0,9.0,,,,,
안말 주차장(구),강동구 성내동 512-0,강동구,성내동,11740108,169.0,37.5314156,127.1299031,공영,P법정공영,,,,옥내,174.0,0.0,,,,,
송파동(건축물식)(구),송파구 송파동 128-0,송파구,송파동,11710104,82.0,37.507026,127.1133662,공영,P법정공영,,,,옥내,86.0,0.0,,,,,
풍납2(구),송파구 풍납동 175-0,송파구,풍납동,11710103,80.0,37.5360315,127.1160616,공영,P법정공영,,,,옥외,0.0,7.0,,,,,
뚝섬유수지(평면) 공영주차장(구),성동구 성수동1가 685-63,성동구,성수동1가,11200114,329.0,37.5496277,127.0414565,공영,P법정공영,,,,옥내,49.0,0.0,,,,,
명륜동와룡주차장(구),종로구 명륜3가 1-21,종로구,명륜3가,11110173,78.0,37.5886739,126.9955,공영,P법정공영,,,,옥내,78.0,0.0,,,,,
남가좌2동 제1공영주차장(구),서대문구 남가좌동 64-8,서대문구,남가좌동,11410120,12.0,37.5767926,126.9219327,공영,P법정공영,,,,옥내,70.0,0.0,,,,,
신월3동 공영주차장(구),양천구 신월동 170-6,양천구,신월동,11470103,161.0,37.5326867,126.8285448,공영,P법정공영,,,,옥내,179.0,0.0,,,,,
중곡초등학교 공영주차장(구),중랑구 면목동 380-0,중랑구,면목동,11260101,140.0,37.5743411,127.08356,공영,P법정공영,,,,옥내,138.0,0.0,,,,,
창2동 4공영주차장(구),도봉구 창동 582-22,도봉구,창동,11320107,82.0,37.6412604,127.0362784,공영,P법정공영,,,,혼합,80.0,2.0,,,,,
대흥2구역 공영주차장(구),마포구 대흥동 806-3,마포구,대흥동,11440108,20.0,37.5561709,126.9452793,공영,P법정공영,,,,옥내,20.0,0.0,,,,,
면목2동공영주차장(구),중랑구 면목동 146-1,중랑구,면목동,11260101,199.0,37.5879474,127.0809342,공영,P법정공영,,,,옥내,199.0,0.0,,,,,
연신중학교지하 공영주차장(구),은평구 불광동 400-4,은평구,불광동,11380103,53.0,37.6232885,126.925106,공영,P법정공영,,,,혼합,137.0,10.0,,,,,
창1동 1공영주차장(구),도봉구 창동 657-37,도봉구,창동,11320107,42.0,37.6471158,127.0371852,공영,P법정공영,,,,옥내,43.0,0.0,,,,,
중랑동부시장 공영주차장(구),중랑구 면목동 183-14,중랑구,면목동,11260101,129.0,37.5914469,127.078207,공영,P법정공영,,,,옥내,142.0,0.0,,,,,
도깨비시장 공영주차장(구),도봉구 방학동 632-1,도봉구,방학동,11320106,81.0,37.6645936,127.0339793,공영,P법정공영,,,,혼합,78.0,3.0,,,,,
소금나루도서관 공영주차장(구),마포구 염리동 533-11,마포구,염리동,11440109,113.0,37.5495296,126.9462267,공영,P법정공영,,,,옥내,14.0,0.0,,,,,
쌍문2동 5공영주차장(구),도봉구 쌍문동 715-2,도봉구,쌍문동,11320105,77.0,37.6600549,127.040796,공영,P법정공영,,,,옥외,0.0,15.0,,,,,
자양전통시장 공영주차장(구),광진구 자양동 631-18,광진구,자양동,11215105,24.0,37.533789,127.0816013,공영,P법정공영,,,,옥내,24.0,0.0,,,,,
양평유수지 공영주차장(구),영등포구 양평동3가 57-3,영등포구,양평동3가,11560127,392.0,37.5289755,126.8902681,공영,P법정공영,,,,옥외,0.0,484.0,,,,,
남가좌2동 제2공영주차장(구),서대문구 남가좌동 3-75,서대문구,남가좌동,11410120,12.0,37.5831458,126.9229851,공영,P법정공영,,,,혼합,69.0,26.0,,,,,
서인사마당(구),종로구 견지동 85-18,종로구,견지동,11110129,40.0,37.5734993,126.9838868,공영,P법정공영,,,,옥외,0.0,47.0,,,,,
상계2동 공영주차장(구),노원구 상계동 373-13,노원구,상계동,11350105,94.0,37.6567458,127.0675346,공영,P법정공영,,,,혼합,98.0,10.0,,,,,
등촌 2-1 공영주차장(구),강서구 등촌동 531-5,강서구,등촌동,11500102,110.0,37.5498044,126.8613411,공영,P법정공영,,,,혼합,78.0,35.0,,,,,
난곡동 제1공영주차장(구),관악구 신림동 626-82,관악구,신림동,11620102,119.0,37.4722407,126.923162,공영,P법정공영,,,,혼합,98.0,21.0,,,,,
어울림소공원 공영주차장(구),강북구 미아동 4-1,강북구,미아동,11305101,45.0,37.6167798,127.0355853,공영,P법정공영,,,,옥내,45.0,0.0,,,,,
망원2-1 공영주차장(구),마포구 망원동 428-5,마포구,망원동,11440123,53.0,37.5577734,126.9014833,공영,P법정공영,,,,옥내,61.0,0.0,,,,,
둘리뮤지엄  공영주차장(구),도봉구 쌍문동 79-0,도봉구,쌍문동,11320105,25.0,37.6520596,127.0354747,공영,P법정공영,,,,옥외,0.0,2.0,,,,,
신림동 제1공영주차장(구),관악구 신림동 1456-3,관악구,신림동,11620102,187.0,37.487362,126.9234679,공영,P법정공영,,,,옥내,191.0,0.0,,,,,
둔촌역전통시장(구),강동구 성내동 417-34,강동구,성내동,11740108,18.0,37.5285784,127.1337133,공영,P법정공영,,,,옥내,18.0,0.0,,,,,
원신 공영주차장(구),관악구 신림동 366-0,관악구,신림동,11620102,175.0,37.4699341,126.9292829,공영,P법정공영,,,,혼합,124.0,50.0,,,,,
남부초 공영주차장(구),관악구 신림동 467-0,관악구,신림동,11620102,134.0,37.4848741,126.9221214,공영,P법정공영,,,,혼합,135.0,42.0,,,,,
반포2동 (덜위치칼리지) 공영주차장(구),서초구 반포동 5-1,서초구,반포동,11650107,162.0,37.504093,126.9954178,공영,P법정공영,,,,혼합,161.0,39.0,,,,,
경동고 공영주차장(구),성북구 삼선동3가 43-1,성북구,삼선동3가,11290113,123.0,37.5857463,127.0146178,공영,P법정공영,,,,혼합,124.0,316.0,,,,,
가재울 공영주차장(구),노원구 하계동 252-6,노원구,하계동,11350104,121.0,37.6373939,127.0732143,공영,P법정공영,,,,옥외,0.0,45.0,,,,,
빙수골장미공영주차장(구),동작구 상도동 301-132,동작구,상도동,11590102,64.0,37.4933093,126.933684,공영,P법정공영,,,,혼합,64.0,4.0,,,,,
덕원주차장(구),동대문구 장안동 458-8,동대문구,장안동,11230106,76.0,37.5623506,127.068741,공영,P법정공영,,,,옥내,78.0,0.0,,,,,
마들스포츠타운 공영주차장(구),노원구 상계동 770-2,노원구,상계동,11350105,226.0,37.6436752,127.0579859,공영,P법정공영,,,,옥외,0.0,6.0,,,,,
고분다리전통시장 주차장(구),강동구 천호동 280-9,강동구,천호동,11740109,26.0,37.5430461,127.132159,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
정릉시장 공영주차장(구),성북구 정릉동 405-4,성북구,정릉동,11290133,18.0,37.6082161,127.0094179,공영,P법정공영,,,,혼합,7.0,13.0,,,,,
양화진 공영주차장(구),마포구 합정동 139-21,마포구,합정동,11440122,133.0,37.5457371,126.9111509,공영,P법정공영,,,,혼합,70.0,63.0,,,,,
당곡중 공영주차장(구),관악구 봉천동 682-0,관악구,봉천동,11620101,159.0,37.4919008,126.9329797,공영,P법정공영,,,,옥내,159.0,0.0,,,,,
응암3동 공영주차장(구),은평구 응암동 580-4,은평구,응암동,11380107,75.0,37.5934547,126.9153668,공영,P법정공영,,,,옥내,157.0,0.0,,,,,
천호3동제2 주차장(구),강동구 천호동 174-1,강동구,천호동,11740109,182.0,37.5407121,127.1341865,공영,P법정공영,,,,혼합,147.0,38.0,,,,,
신교 공영주차장(구),종로구 신교동 66-0,종로구,신교동,11110102,158.0,37.5841276,126.9697699,공영,P법정공영,,,,혼합,154.0,19.0,,,,,
매바위 공영주차장(구),은평구 응암동 747-8,은평구,응암동,11380107,80.0,37.5865265,126.9210509,공영,P법정공영,,,,옥내,80.0,0.0,,,,,
수색동 공영주차장(구),은평구 수색동 78-2,은평구,수색동,11380101,52.0,37.58049,126.8989246,공영,P법정공영,,,,혼합,80.0,31.0,,,,,
봉산도시자연공원 지하 공영주차장(구),은평구 신사동 55-5,은평구,신사동,11380109,50.0,37.5976093,126.9040692,공영,P법정공영,,,,옥내,106.0,0.0,,,,,
장안공원 공영주차장(구),동대문구 장안동 300-0,동대문구,장안동,11230106,162.0,37.5775199,127.0714033,공영,P법정공영,,,,옥내,163.0,0.0,,,,,
배봉공영주차장(구),동대문구 휘경동 286-66,동대문구,휘경동,11230109,199.0,37.5869061,127.0620451,공영,P법정공영,,,,혼합,50.0,16.0,,,,,
남성역공영주차장(구),동작구 사당동 318-12,동작구,사당동,11590107,80.0,37.4829209,126.9742836,공영,P법정공영,,,,혼합,13.0,2.0,,,,,
외대역주차빌딩 공영(구),동대문구 이문동 306-14,동대문구,이문동,11230110,84.0,37.5950336,127.062606,공영,P법정공영,,,,옥내,84.0,0.0,,,,,
마을공원 공영주차장(구),성북구 장위동 77-79,성북구,장위동,11290138,98.0,37.6171459,127.0532216,공영,P법정공영,,,,혼합,96.0,2.0,,,,,
구산동 마을공원 지하 공동주차장(구),은평구 구산동 340-1,은평구,구산동,11380105,37.0,37.6145237,126.9084083,공영,P법정공영,,,,혼합,75.0,2.0,,,,,
명륜1가공영주차장(구),종로구 명륜1가 5-14,종로구,명륜1가,11110170,50.0,37.5901048,126.9976353,공영,P법정공영,,,,혼합,35.0,19.0,,,,,
논현 제2호 공영노외주차장(구),강남구 논현동 127-14,강남구,논현동,11680108,78.0,37.5122317,127.0285522,공영,P법정공영,,,,혼합,82.0,4.0,,,,,
충현동 제2공영주차장(구),서대문구 북아현동 3-5,서대문구,북아현동,11410110,38.0,37.5628257,126.9569281,공영,P법정공영,,,,혼합,17.0,22.0,,,,,
면목5동공영주차장(구),중랑구 면목동 162-22,중랑구,면목동,11260101,67.0,37.5829876,127.0800613,공영,P법정공영,,,,옥내,67.0,0.0,면목홈플러스,37.0,,,
창3동 1공영주차장(구),도봉구 창동 504-21,도봉구,창동,11320107,80.0,37.6330688,127.0414081,공영,P법정공영,,,,혼합,78.0,2.0,,,,,
신창 공영주차장(구),용산구 신창동 53-1,용산구,신창동,11170114,108.0,37.5352625,126.9551874,공영,P법정공영,,,,옥외,0.0,114.0,,,,,
서계동 공영주차장(구),용산구 서계동 276-5,용산구,서계동,11170108,31.0,37.5516197,126.9643354,공영,P법정공영,,,,혼합,20.0,16.0,,,,,
용산2가 소월 공영주차장(구),용산구 용산동2가 11-0,용산구,용산동2가,11170102,60.0,37.5461453,126.9855638,공영,P법정공영,,,,혼합,37.0,13.0,,,,,
서신초교 지하 공영주차장(구),은평구 신사동 194-0,은평구,신사동,11380109,37.0,37.592332,126.9074049,공영,P법정공영,,,,혼합,110.0,47.0,,,,,
무계원 공영주차장(구),종로구 부암동 328-2,종로구,부암동,11110184,22.0,37.5916047,126.9633305,공영,P법정공영,,,,옥내,22.0,0.0,,,,,
방통대 공영주차장(구),종로구 동숭동 169-1,종로구,동숭동,11110168,100.0,37.5789546,127.0029561,공영,P법정공영,,,,혼합,280.0,94.0,,,,,
창일 공영주차장(구),종로구 창신동 82-0,종로구,창신동,11110174,85.0,37.5749072,127.0150261,공영,P법정공영,,,,옥내,87.0,0.0,,,,,
이화 공영주차장(구),종로구 이화동 13-2,종로구,이화동,11110165,100.0,37.5765626,127.0055154,공영,P법정공영,,,,옥내,222.0,0.0,,,,,
역삼문화공원제1호공영주차장(구),강남구 역삼동 635-1,강남구,역삼동,11680101,247.0,37.5005741,127.0298455,공영,P법정공영,,,,혼합,247.0,12.0,,,,,
독산2동마을공원 공영주차장(구),금천구 독산동 1056-5,금천구,독산동,11545102,103.0,37.4637961,126.8992959,공영,P법정공영,,,,옥내,103.0,0.0,,,,,
삼전근린공원 공영주차장(구),송파구 삼전동 62-1,송파구,삼전동,11710106,166.0,37.5024084,127.0926066,공영,P법정공영,,,,옥내,166.0,0.0,,,,,
구로미래도서관 공영주차장(구),구로구 구로동 1-4,구로구,구로동,11530102,52.0,37.5073132,126.8915994,공영,P법정공영,,,,옥외,0.0,53.0,,,,,
남현소공원 공영주차장(구),관악구 남현동 1063-1,관악구,남현동,11620103,97.0,37.4756778,126.9792771,공영,P법정공영,,,,옥내,97.0,0.0,,,,,
삼선동 공영주차장(구),성북구 삼선동1가 278-5,성북구,삼선동1가,11290111,133.0,37.5847104,127.0073855,공영,P법정공영,,,,옥내,133.0,0.0,,,,,
망우역사문화공원 제1공영주차장(구),중랑구 망우동 57-1,중랑구,망우동,11260105,28.0,37.5974187,127.1152405,공영,P법정공영,,,,옥외,0.0,29.0,,,,,
면일초등학교 공영주차장(구),중랑구 망우동 440-0,중랑구,망우동,11260105,80.0,37.5920456,127.099411,공영,P법정공영,,,,옥내,125.0,0.0,,,,,
아현시민 공영주차장(구),마포구 아현동 804-3,마포구,아현동,11440101,133.0,37.5564159,126.9509705,공영,P법정공영,,,,옥내,133.0,0.0,아현역차고지,3.0,,,
연남동 공영주차장(구),마포구 연남동 361-9,마포구,연남동,11440124,96.0,37.5662352,126.918985,공영,P법정공영,,,,옥내,96.0,0.0,,,,,
영등포전통시장 공영주차장(구),영등포구 영등포동2가 466-0,영등포구,영등포동2가,11560103,62.0,37.5222572,126.9090015,공영,P법정공영,,,,옥내,76.0,0.0,,,,,
