주차장명,주소,자치구,법정동,법정동코드,면수,위도,경도,소스,공공근거,UPIS대분류,UPIS시설명,고시번호,옥내외,옥내자주,옥외자주,현행차고지,현행차고지거리m,운영시간,급지,이용효율
가락 1공영주차장(구),송파구 가락동 98-1,송파구,가락동,11710107,48.0,37.4944218,127.1188283,공영,P법정공영,,,,옥외,0.0,48.0,,,,,
마천동2(건축물식)(구),송파구 마천동 364-5,송파구,마천동,11710114,114.0,37.4943682,127.1561793,공영,P법정공영,,,,옥외,0.0,114.0,,,,,
삼전동(건축물식)(구),송파구 삼전동 175-8,송파구,삼전동,11710106,196.0,37.5002454,127.0958765,공영,P법정공영,,,,옥외,0.0,196.0,,,,,
가락 2공영주차장(구),송파구 가락동 80-2,송파구,가락동,11710107,84.0,37.4948265,127.119611,공영,P법정공영,,,,옥외,0.0,84.0,,,,,
풍납1(구),송파구 풍납동 154-0,송파구,풍납동,11710103,46.0,37.5354852,127.120277,공영,P법정공영,,,,옥외,0.0,46.0,,,,,
옥수유수지(평면) 공영주차장(구),성동구 옥수동 77-3,성동구,옥수동,11200113,45.0,37.5413638,127.0183948,공영,P법정공영,,,,옥외,0.0,45.0,,,,,
거여동 거주자상생주차장(구),송파구 거여동 41-4,송파구,거여동,11710113,174.0,37.4922453,127.1503741,공영,P법정공영,,,,옥외,0.0,174.0,,,,,
갈산 거주자우선주차장(구),양천구 신정동 1325-4,양천구,신정동,11470101,10.0,37.5106034,126.870329,공영,P법정공영,,,,옥외,0.0,10.0,,,,,
배나무터공원(구),광진구 중곡동 684-11,광진구,중곡동,11215101,94.0,37.5686253,127.080007,공영,P법정공영,,,,옥외,0.0,94.0,,,,,
청계산근린광장 공영주차장(구),서초구 원지동 361-1,서초구,원지동,11650104,95.0,37.4458831,127.0568139,공영,P법정공영,,,,옥외,0.0,95.0,,,,,
장미원시장 공영주차장(구),강북구 수유동 294-29,강북구,수유동,11305103,152.0,37.6377521,127.0185027,공영,P법정공영,,,,옥외,0.0,152.0,,,,,
청계산청룡 공영주차장(구),서초구 신원동 224-3,서초구,신원동,11650111,41.0,37.4465494,127.0599447,공영,P법정공영,,,,옥외,0.0,41.0,,,,,
개봉1동마을공동주차장(구),구로구 개봉동 416-2,구로구,개봉동,11530107,56.0,37.5045463,126.8456674,공영,P법정공영,,,,옥외,0.0,56.0,,,,,
도봉2동 법조타운 공영주차장(구),도봉구 도봉동 624-105,도봉구,도봉동,11320108,155.0,37.6736579,127.0464544,공영,P법정공영,,,,옥외,0.0,155.0,,,,,
중화제2공영주차장(구),중랑구 중화동 73-4,중랑구,중화동,11260103,87.0,37.5975699,127.0746865,공영,P법정공영,,,,옥외,0.0,87.0,,,,,
쌍문2동 2공영주차장(구),도봉구 쌍문동 81-102,도봉구,쌍문동,11320105,18.0,37.6532429,127.0335592,공영,P법정공영,,,,옥외,0.0,18.0,,,,,
간송옛집  공영주차장(구),도봉구 방학동 58-10,도봉구,방학동,11320106,15.0,37.6652301,127.0276329,공영,P법정공영,,,,옥외,0.0,15.0,,,,,
중랑역제2공영주차장(구),중랑구 중화동 73-8,중랑구,중화동,11260103,65.0,37.5941877,127.0729571,공영,P법정공영,,,,옥외,0.0,65.0,,,,,
중랑역제1공영주차장(구),중랑구 중화동 73-6,중랑구,중화동,11260103,152.0,37.5952425,127.0777767,공영,P법정공영,,,,옥외,0.0,152.0,,,,,
중화제3공영주차장(구),중랑구 중화동 73-3,중랑구,중화동,11260103,102.0,37.5967519,127.0761557,공영,P법정공영,,,,옥외,0.0,102.0,,,,,
신촌역 동측 공영주차장(구),서대문구 대현동 121-7,서대문구,대현동,11410112,30.0,37.5593002,126.9430995,공영,P법정공영,,,,옥외,0.0,30.0,,,,,
은평 한문화 공영주차장 (구),은평구 진관동 125-12,은평구,진관동,11380114,71.0,37.638209,126.918987,공영,P법정공영,,,,옥외,0.0,71.0,,,,,
초안산꽃동산공영주차장(구),도봉구 창동 441-5,도봉구,창동,11320107,15.0,37.6422274,127.0421344,공영,P법정공영,,,,옥외,0.0,15.0,,,,,
중랑캠핑숲 제3공영주차장(구),중랑구 망우동 30-63,중랑구,망우동,11260105,35.0,37.5991216,127.1057625,공영,P법정공영,,,,옥외,0.0,35.0,,,,,
중화제4공영주차장(구),중랑구 중화동 73-10,중랑구,중화동,11260103,89.0,37.5958213,127.0795722,공영,P법정공영,,,,옥외,0.0,89.0,,,,,
신길1동 공영주차장(구),영등포구 신길동 120-82,영등포구,신길동,11560132,13.0,37.5102942,126.9186008,공영,P법정공영,,,,옥외,0.0,13.0,,,,,
중화제1공영주차장(구),중랑구 중화동 73-5,중랑구,중화동,11260103,94.0,37.5982769,127.0734828,공영,P법정공영,,,,옥외,0.0,94.0,,,,,
상암1 공영주차장(구),마포구 상암동 1267-1,마포구,상암동,11440127,213.0,37.5777395,126.8970634,공영,P법정공영,,,,옥외,0.0,213.0,,,,,
성산2-1 공영주차장(구),마포구 성산동 199-0,마포구,성산동,11440125,56.0,37.5647272,126.9066015,공영,P법정공영,,,,옥외,0.0,56.0,,,,,
남부골목 전통시장 고객주차장(구),강서구 화곡동 797-7,강서구,화곡동,11500103,17.0,37.5322858,126.8608623,공영,P법정공영,,,,옥외,0.0,17.0,,,,,
광장공영주차장(구),양천구 목동 907-19,양천구,목동,11470102,42.0,37.5354384,126.8793506,공영,P법정공영,,,,옥외,0.0,42.0,,,,,
양천사회단체봉사센터 공영주차장(구),양천구 목동 905-29,양천구,목동,11470102,21.0,37.5318641,126.8754497,공영,P법정공영,,,,옥외,0.0,21.0,,,,,
망원노외주차장(구),마포구 망원동 478-10,마포구,망원동,11440123,21.0,37.5595824,126.9065798,공영,P법정공영,,,,옥외,0.0,21.0,,,,,
우리공영주차장(구),양천구 목동 907-8,양천구,목동,11470102,39.0,37.5366583,126.8792082,공영,P법정공영,,,,옥외,0.0,39.0,,,,,
교대역 동측 공영주차장(구),서초구 서초동 1673-7,서초구,서초동,11650108,26.0,37.493838,127.0154864,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
동막골 노외공영주차장(구),노원구 상계동 31-0,노원구,상계동,11350105,35.0,37.6752784,127.0863851,공영,P법정공영,,,,옥외,0.0,35.0,,,,,
망원1-1 공영주차장(구),마포구 망원동 418-39,마포구,망원동,11440123,66.0,37.5561084,126.900035,공영,P법정공영,,,,옥외,0.0,66.0,,,,,
빗물펌프장 공영주차장(구),동작구 흑석동 105-0,동작구,흑석동,11590105,49.0,37.5085526,126.9629502,공영,P법정공영,,,,옥외,0.0,49.0,,,,,
등나무근린공원 공영주차장(구),노원구 중계동 508-1,노원구,중계동,11350106,120.0,37.6403111,127.0676872,공영,P법정공영,,,,옥외,0.0,120.0,,,,,
성내전통시장 주차장(구),강동구 성내동 224-37,강동구,성내동,11740108,28.0,37.5333564,127.1282496,공영,P법정공영,,,,옥외,0.0,28.0,,,,,
서광공영주차장(구),동작구 신대방동 607-45,동작구,신대방동,11590109,63.0,37.4887734,126.9078197,공영,P법정공영,,,,옥외,0.0,63.0,,,,,
중앙로 공영주차장(구),서초구 방배동 977-17,서초구,방배동,11650101,49.0,37.4822569,126.9920089,공영,P법정공영,,,,옥외,0.0,49.0,,,,,
상계역 서측 주택가 공영주차장(구),노원구 상계동 169-409,노원구,상계동,11350105,19.0,37.6600476,127.0710398,공영,P법정공영,,,,옥외,0.0,19.0,,,,,
망원나들목A동 공영주차장(구),마포구 망원동 462-8,마포구,망원동,11440123,62.0,37.5550579,126.8978836,공영,P법정공영,,,,옥외,0.0,62.0,,,,,
독산2동 공영주차장(구),금천구 독산동 1050-17,금천구,독산동,11545102,66.0,37.4638661,126.9000542,공영,P법정공영,,,,옥외,0.0,66.0,,,,,
중계근린공원 공영주차장(구),노원구 중계동 507-0,노원구,중계동,11350106,94.0,37.6395391,127.0651802,공영,P법정공영,,,,옥외,0.0,94.0,,,,,
신촌노외 공영주차장(구),마포구 노고산동 49-64,마포구,노고산동,11440110,24.0,37.5536867,126.9341271,공영,P법정공영,,,,옥외,0.0,24.0,,,,,
대방생태공영주차장(구),동작구 대방동 395-1,동작구,대방동,11590108,38.0,37.5001792,126.9262824,공영,P법정공영,,,,옥외,0.0,38.0,,,,,
비봉(구),종로구 구기동 139-9,종로구,구기동,11110182,40.0,37.6122978,126.9565347,공영,P법정공영,,,,옥외,0.0,40.0,,,,,
바람개비 공영주차장(구),양천구 목동 919-8,양천구,목동,11470102,186.0,37.5304435,126.8742953,공영,P법정공영,,,,옥외,0.0,186.0,,,,,
장위1동동방고개공영주차장(구),성북구 장위동 230-110,성북구,장위동,11290138,64.0,37.614667,127.0409898,공영,P법정공영,,,,옥외,0.0,64.0,,,,,
능골 공영주차장(구),양천구 신월동 152-38,양천구,신월동,11470103,61.0,37.5331976,126.8245303,공영,P법정공영,,,,옥외,0.0,61.0,,,,,
누상 공영주차장(구),종로구 누상동 166-50,종로구,누상동,11110109,36.0,37.5802963,126.9645771,공영,P법정공영,,,,옥외,0.0,36.0,,,,,
장안1동(군자유치원) 노외주차장(구),동대문구 장안동 403-13,동대문구,장안동,11230106,20.0,37.5651009,127.063354,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
장영당길 공영주차장(구3동)(구),동대문구 답십리동 484-7,동대문구,답십리동,11230105,193.0,37.5686637,127.0531712,공영,P법정공영,,,,옥외,0.0,193.0,,,,,
서강대역 환승 공영주차장(구),마포구 신수동 93-35,마포구,신수동,11440111,98.0,37.5511115,126.9364472,공영,P법정공영,,,,옥외,0.0,98.0,,,,,
중산 공영주차장(구),동대문구 답십리동 23-3,동대문구,답십리동,11230105,58.0,37.5686442,127.05885,공영,P법정공영,,,,옥외,0.0,58.0,,,,,
수유2동 공영주차장(구),강북구 수유동 660-30,강북구,수유동,11305103,62.0,37.6460483,127.0219258,공영,P법정공영,,,,옥외,0.0,62.0,,,,,
부군당길 공영주차장(구),동대문구 전농동 273-5,동대문구,전농동,11230104,63.0,37.5783055,127.0544638,공영,P법정공영,,,,옥외,0.0,63.0,,,,,
양재2동주민센터 공영주차장(구),서초구 양재동 323-1,서초구,양재동,11650102,32.0,37.4706501,127.0412752,공영,P법정공영,,,,옥외,0.0,32.0,,,,,
답십리2동 노외주차장(홍약국옆)(구),동대문구 답십리동 36-12,동대문구,답십리동,11230105,58.0,37.5711167,127.0581632,공영,P법정공영,,,,옥외,0.0,58.0,,,,,
문화회관 서측 공영주차장(구),양천구 신정동 323-25,양천구,신정동,11470101,23.0,37.51635,126.8625382,공영,P법정공영,,,,옥외,0.0,23.0,,,,,
밝은빛 공영주차장(구),양천구 신정동 323-18,양천구,신정동,11470101,23.0,37.5162054,126.8613356,공영,P법정공영,,,,옥외,0.0,23.0,,,,,
구릉공영 주차장(구),동작구 신대방동 351-14,동작구,신대방동,11590109,20.0,37.4987247,126.9274761,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
정릉천복개 공영주차장(구),동대문구 제기동 271-50,동대문구,제기동,11230103,143.0,37.5797932,127.0349862,공영,P법정공영,,,,옥외,0.0,143.0,,,,,
공덕1-1 공영주차장(구),마포구 공덕동 11-243,마포구,공덕동,11440102,77.0,37.5473742,126.9608963,공영,P법정공영,,,,옥외,0.0,77.0,,,,,
문화회관 동측 공영주차장(구),양천구 신정동 322-5,양천구,신정동,11470101,80.0,37.5170691,126.8638473,공영,P법정공영,,,,옥외,0.0,80.0,,,,,
쌈지 공영주차장(구),강북구 수유동 62-4,강북구,수유동,11305103,19.0,37.6321569,127.0234824,공영,P법정공영,,,,옥외,0.0,19.0,,,,,
동답 공영주차장(구),동대문구 답십리동 2-283,동대문구,답십리동,11230105,67.0,37.5693677,127.0635346,공영,P법정공영,,,,옥외,0.0,67.0,,,,,
석계역 공영주차장(구),노원구 월계동 60-1,노원구,월계동,11350102,29.0,37.615714,127.0651334,공영,P법정공영,,,,옥외,0.0,29.0,,,,,
누리 공영주차장(구),양천구 신정동 323-13,양천구,신정동,11470101,19.0,37.5153835,126.862696,공영,P법정공영,,,,옥외,0.0,19.0,,,,,
어울림 공영주차장(구),양천구 신정동 318-2,양천구,신정동,11470101,32.0,37.5221377,126.8692716,공영,P법정공영,,,,옥외,0.0,32.0,,,,,
서울식물원 제2주차장(구),강서구 마곡동 20-3,강서구,마곡동,11500105,202.0,37.572661,126.8352324,공영,P법정공영,,,,옥외,0.0,202.0,,,,,
남성사계시장공영주차장(구),동작구 사당동 139-67,동작구,사당동,11590107,18.0,37.4877682,126.9801649,공영,P법정공영,,,,옥외,0.0,18.0,,,,,
매헌시민의숲(매헌)역 공영주차장(구),서초구 양재동 237-2,서초구,양재동,11650102,46.0,37.4704204,127.0384652,공영,P법정공영,,,,옥외,0.0,46.0,,,,,
서소문올리브타워옆 공영주차장(구),중구 서소문동 137-0,중구,서소문동,11140166,16.0,37.5615205,126.9727128,공영,P법정공영,,,,옥외,0.0,16.0,,,,,
문화공영주차장(구),중구 신당동 425-1,중구,신당동,11140162,31.0,37.5565491,127.0109443,공영,P법정공영,,,,옥외,0.0,31.0,,,,,
용산구 이태원동 258-29(구),용산구 이태원동 258-29,용산구,이태원동,11170130,30.0,37.5419122,126.9954856,공영,P법정공영,,,,옥외,0.0,30.0,,,,,
용산구 한강로2가 2-28(구),용산구 한강로2가 2-28,용산구,한강로3가,11170128,14.0,37.5305585,126.9667855,공영,P법정공영,,,,옥외,0.0,14.0,,,,,
청파동청사 공영주차장(구),용산구 청파동2가 91-1,용산구,청파동2가,11170110,34.0,37.5454975,126.9698544,공영,P법정공영,,,,옥외,0.0,34.0,,,,,
용산전자상가4 공영주차장(구),용산구 원효로3가 51-5,용산구,원효로3가,11170117,114.0,37.5338844,126.9603066,공영,P법정공영,,,,옥외,0.0,114.0,,,,,
용산전자상가5 공영주차장(구),용산구 용산동3가 2-1,용산구,용산동3가,11170126,42.0,37.5315417,126.9791912,공영,P법정공영,,,,옥외,0.0,42.0,,,,,
용산전자상가2 공영주차장(구),용산구 한강로3가 14-1,용산구,한강로3가,11170128,196.0,37.5326568,126.9631106,공영,P법정공영,,,,옥외,0.0,196.0,용산차고지,245.0,,,
용산전자상가1 공영주차장(구),용산구 용산동3가 12-0,용산구,용산동3가,11170126,202.0,37.5315417,126.9791912,공영,P법정공영,,,,옥외,0.0,202.0,,,,,
용산전자상가3 공영주차장(구),용산구 한강로3가 19-2,용산구,한강로3가,11170128,167.0,37.5325775,126.9603363,공영,P법정공영,,,,옥외,0.0,167.0,,,,,
창삼 공영주차장(구),종로구 창신동 23-346,종로구,창신동,11110174,21.0,37.5762901,127.0125354,공영,P법정공영,,,,옥외,0.0,21.0,,,,,
낙산 공영주차장(구),종로구 창신동 23-343,종로구,창신동,11110174,50.0,37.5773832,127.01221,공영,P법정공영,,,,옥외,0.0,50.0,,,,,
동묘 공영주차장(구),종로구 숭인동 227-8,종로구,숭인동,11110175,23.0,37.573297,127.0189071,공영,P법정공영,,,,옥외,0.0,23.0,,,,,
21-37(구),송파구 잠실동 348-0,송파구,잠실동,11710101,13.0,37.5022496,127.0861108,공영,P법정공영,,,,옥외,0.0,13.0,,,,,
서호1(구),송파구 잠실동 42-0,송파구,잠실동,11710101,15.0,37.510734,127.1009527,공영,P법정공영,,,,옥외,0.0,15.0,,,,,
숭인 공영주차장(구),종로구 숭인동 57-18,종로구,숭인동,11110175,119.0,37.5771878,127.0168196,공영,P법정공영,,,,옥외,0.0,119.0,,,,,
마장축산물시장 북문(평면) 임시공영주차장(구),성동구 마장동 437-0,성동구,마장동,11200105,67.0,37.5711269,127.0414277,공영,P법정공영,,,,옥외,0.0,67.0,,,,,
고척근린시장 공영주차장(구),구로구 고척동 253-175,구로구,고척동,11530106,20.0,37.5018074,126.8499517,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
구로2동 소공원 공영주차장(구),구로구 구로동 454-1,구로구,구로동,11530102,104.0,37.4975259,126.8838995,공영,P법정공영,,,,옥외,0.0,104.0,,,,,
석관동 공영주차장(구),성북구 석관동 332-165,성북구,석관동,11290139,77.0,37.6069816,127.0600695,공영,P법정공영,,,,옥외,0.0,77.0,,,,,
성북동길 공영주차장(구),성북구 성북동 237-3,성북구,성북동,11290101,26.0,37.5948365,126.9938771,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
노량진역공영주차장(구),동작구 노량진동 60-12,동작구,노량진동,11590101,13.0,37.5138155,126.9412604,공영,P법정공영,,,,옥외,0.0,13.0,,,,,
망우3동공영주차장(구),중랑구 망우동 529-2,중랑구,망우동,11260105,55.0,37.591895,127.094909,공영,P법정공영,,,,옥외,0.0,55.0,,,,,
망우역사문화공원 제2공영주차장(구),중랑구 망우동 52-2,중랑구,망우동,11260105,37.0,37.601982,127.114785,공영,P법정공영,,,,옥외,0.0,37.0,,,,,
망우역사문화공원 제3공영주차장(구),중랑구 망우동 94-1,중랑구,망우동,11260105,56.0,37.5996271,127.1115184,공영,P법정공영,,,,옥외,0.0,56.0,,,,,
중랑캠핑숲 제1공영주차장(구),중랑구 망우동 56-0,중랑구,망우동,11260105,45.0,37.6045941,127.1113365,공영,P법정공영,,,,옥외,0.0,45.0,,,,,
중랑캠핑숲 제2공영주차장(구),중랑구 망우동 71-3,중랑구,망우동,11260105,45.0,37.6056247,127.1134292,공영,P법정공영,,,,옥외,0.0,45.0,,,,,
벤처빌딩 공영주차장(구),성북구 장위동 65-154,성북구,장위동,11290138,49.0,37.6093929,127.0531615,공영,P법정공영,,,,옥외,0.0,49.0,,,,,
천호2동복합청사(구),강동구 천호동 422-12,강동구,천호동,11740109,285.0,37.5421467,127.1282712,공영,P법정공영,,,,옥외,0.0,285.0,,,,,
삼각지(임시)(구),용산구 한강로1가 231-30,용산구,한강로1가,11170124,169.0,37.5330352,126.9726328,공영,P법정공영,,,,옥외,0.0,169.0,,,,,
미양 마을마당  공영주차장(구),강북구 미아동 791-1974,강북구,미아동,11305101,10.0,37.6220891,127.0150104,공영,P법정공영,,,,옥외,0.0,10.0,,,,,
방배복개도로 제1지역 (가) 공영주차장(구),서초구 방배동 493-3,서초구,방배동,11650101,28.0,37.4780082,126.9826301,공영,P법정공영,,,,옥외,0.0,28.0,,,,,
방배복개도로 제2지역 (마) 공영주차장(구),서초구 방배동 493-5,서초구,방배동,11650101,70.0,37.4830018,126.9825732,공영,P법정공영,,,,옥외,0.0,70.0,,,,,
개봉고가 공영주차장(구),구로구 개봉동 403-10,구로구,개봉동,11530107,20.0,37.4942774,126.8561952,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
개운산공영주차장(구),성북구 안암동5가 1-95,성북구,안암동5가,11290125,26.0,37.5952331,127.0261922,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
내곡동 (임시) 공영주차장(구),서초구 신원동 80-80,서초구,신원동,11650111,80.0,37.4465494,127.0599447,공영,P법정공영,,,,옥외,0.0,80.0,,,,,
은천동 공영주차장(구),관악구 봉천동 635-663,관악구,봉천동,11620101,21.0,37.486944,126.9415928,공영,P법정공영,,,,옥외,0.0,21.0,,,,,
신사시장 공영주차장(구),관악구 신림동 494-37,관악구,신림동,11620102,13.0,37.4867111,126.9172636,공영,P법정공영,,,,옥외,0.0,13.0,,,,,
방배복개도로 제1지역 (나) 공영주차장(구),서초구 방배동 493-3,서초구,방배동,11650101,40.0,37.4780082,126.9826301,공영,P법정공영,,,,옥외,0.0,40.0,,,,,
방배복개도로 제1지역 (다) 공영주차장(구),서초구 방배동 493-3,서초구,방배동,11650101,50.0,37.4780082,126.9826301,공영,P법정공영,,,,옥외,0.0,50.0,,,,,
방배복개도로 제2지역 (바) 공영주차장(구),서초구 방배동 493-5,서초구,방배동,11650101,70.0,37.4830018,126.9825732,공영,P법정공영,,,,옥외,0.0,70.0,,,,,
방배복개도로 제2지역 (사) 공영주차장(구),서초구 방배동 493-5,서초구,방배동,11650101,10.0,37.4830018,126.9825732,공영,P법정공영,,,,옥외,0.0,10.0,,,,,
전농1동 공영주차장(구),동대문구 전농동 591-92,동대문구,전농동,11230104,88.0,37.5814383,127.0475007,공영,P법정공영,,,,옥외,0.0,88.0,,,,,
양천도서관 공영주차장(구),양천구 목동 905-32,양천구,목동,11470102,48.0,37.5334352,126.8765939,공영,P법정공영,,,,옥외,0.0,48.0,,,,,
도화공영주차장(구),동작구 상도동 244-183,동작구,상도동,11590102,58.0,37.4998649,126.9355036,공영,P법정공영,,,,옥외,0.0,58.0,,,,,
삼양시장길 공영주차장(구),강북구 미아동 791-1429,강북구,미아동,11305101,43.0,37.6258936,127.0157166,공영,P법정공영,,,,옥외,0.0,43.0,,,,,
삼양마을공원 지하 공영주차장(구),강북구 미아동 748-2,강북구,미아동,11305101,95.0,37.6227377,127.0184709,공영,P법정공영,,,,옥외,0.0,95.0,,,,,
가마산고가밑,구로구 구로동 414-13,구로구,구로동,11530102,18.0,37.4926646,126.8824865,시영,P법정공영,,,,옥외,0.0,18.0,,,10.0,3.0,78.80475730098316
가양3동,강서구 가양동 1488-12,강서구,가양동,11500104,56.0,37.5603288,126.8597642,시영,P법정공영,,,,옥외,0.0,56.0,,,24.0,2.0,223.2173170209564
가양역,강서구 가양동 1480-10,강서구,가양동,11500104,79.0,37.5633208,126.853071,시영,P법정공영,,,,옥외,0.0,79.0,,,13.0,1.0,126.1071099107823
개화산역,강서구 방화동 845-0,강서구,방화동,11500109,321.0,37.57213,126.8051866,시영,P법정공영,,,,옥외,0.0,321.0,개화산주차장,0.0,24.0,1.0,50.16710958179413
구로디지털단지역,구로구 구로동 810-3,구로구,구로동,11530102,91.0,37.4854461,126.9008626,시영,P법정공영,,,,옥외,0.0,91.0,,,24.0,1.0,44.9699751599463
구로디지털단지역(상),관악구 신림동 1677-5,관악구,신림동,11620102,31.0,37.4848058,126.9032944,시영,P법정공영,,,,옥외,0.0,31.0,,,13.0,1.0,103.01290441265313
남산한옥마을,중구 필동2가 83-1,중구,필동2가,11140138,16.0,37.5600532,126.9931386,시영,P법정공영,,,,옥외,0.0,16.0,,,11.0,1.0,82.50592525189548
당고개위,노원구 상계동 111-568,노원구,상계동,11350105,24.0,37.6705308,127.0805875,시영,P법정공영,,,,옥외,0.0,24.0,,,13.0,1.0,60.41344193476531
당산고가밑,영등포구 당산동5가 9-15,영등포구,당산동5가,11560115,23.0,37.5325873,126.90071,시영,P법정공영,,,,옥외,0.0,23.0,,,10.0,1.0,79.88828091541939
당산노외,영등포구 당산동3가 2-1,영등포구,당산동3가,11560113,236.0,37.5262449,126.899559,시영,P법정공영,,,,옥외,0.0,236.0,,,13.0,1.0,83.81204376433973
대림역,영등포구 대림동 808-24,영등포구,대림동,11560133,18.0,37.4927353,126.8955124,시영,P법정공영,,,,옥외,0.0,18.0,,,10.0,1.0,52.64520341077557
대림역2,구로구 구로동 73-9,구로구,구로동,11530102,31.0,37.4949737,126.8938632,시영,P법정공영,,,,옥외,0.0,31.0,,,10.0,1.0,13.7201727398037
도봉로 15길,강북구 미아동 458-7,강북구,미아동,11305101,16.0,37.6167455,127.0282393,시영,P법정공영,,,,옥외,0.0,16.0,,,9.0,2.0,57.14376731360427
독산동 금천교,금천구 독산동 1081-4,금천구,독산동,11545102,21.0,37.4668139,126.8894033,시영,P법정공영,,,,옥외,0.0,21.0,,,10.0,1.0,20.145084667412565
돈화문로,중구 을지로3가 296-24,중구,을지로3가,11140155,49.0,37.5652305,126.9926255,시영,P법정공영,,,,옥외,0.0,49.0,,,10.0,1.0,50.390525491864025
동국제강,중구 삼각동 111-1,중구,삼각동,11140107,13.0,37.5673338,126.9834844,시영,P법정공영,,,,옥외,0.0,13.0,,,10.0,1.0,32.774619201249635
동작대교,용산구 용산동6가 69-11,용산구,용산동6가,11170135,88.0,37.5180039,126.9832507,시영,P법정공영,,,,옥외,0.0,88.0,,,14.0,3.0,154.51172443977092
동호대교(남),강남구 압구정동 435-0,강남구,압구정동,11680110,18.0,37.5292366,127.0262531,시영,P법정공영,,,,옥외,0.0,18.0,,,10.0,3.0,23.162193634498887
명일파출소,강동구 명일동 47-9,강동구,명일동,11740101,12.0,37.5536018,127.1558987,시영,P법정공영,,,,옥외,0.0,12.0,,,11.0,2.0,47.66766395572427
목동체비지,양천구 목동 908-26,양천구,목동,11470102,55.0,37.5367868,126.8806384,시영,P법정공영,,,,옥외,0.0,55.0,,,13.0,3.0,135.24771092799747
문래1동,영등포구 문래동3가 54-12,영등포구,문래동3가,11560121,11.0,37.5134045,126.8973225,시영,P법정공영,,,,옥외,0.0,11.0,,,10.0,3.0,46.41130134870253
방화역(동),강서구 방화동 830-4,강서구,방화동,11500109,67.0,37.5772923,126.813303,시영,P법정공영,,,,옥외,0.0,67.0,,,13.0,1.0,95.55641726863291
방화역(서),강서구 방화동 829-1,강서구,방화동,11500109,69.0,37.5775701,126.812164,시영,P법정공영,,,,옥외,0.0,69.0,,,13.0,1.0,104.04579402817693
보라매상업,동작구 신대방동 431-3,동작구,신대방동,11590109,64.0,37.4904405,126.9229741,시영,P법정공영,,,,옥외,0.0,64.0,,,12.0,2.0,145.66888636743047
복정역,송파구 장지동 600-2,송파구,장지동,11710109,362.0,37.4701499,127.1277363,시영,P법정공영,,,,옥외,0.0,362.0,,,24.0,1.0,32.214172394860185
봉천복개3,관악구 신림동 1467-3,관악구,신림동,11620102,62.0,37.487863,126.9310295,시영,P법정공영,,,,옥외,0.0,62.0,,,10.0,2.0,14.77672951165205
사당노외,서초구 방배동 507-1,서초구,방배동,11650101,183.0,37.4754166,126.9837468,시영,P법정공영,,,,옥외,0.0,183.0,사당노외주차장,0.0,24.0,1.0,46.75269728474048
석계역,노원구 월계동 50-9,노원구,월계동,11350102,70.0,37.6154472,127.0624699,시영,P법정공영,,,,옥외,0.0,70.0,,,24.0,1.0,57.62609160101666
성내역(잠실나루역),송파구 신천동 11-1,송파구,신천동,11710102,28.0,37.517102,127.104999,시영,P법정공영,,,,옥외,0.0,28.0,,,24.0,2.0,35.99291024556597
신대방역,관악구 신림동 498-0,관악구,신림동,11620102,60.0,37.4882925,126.9145172,시영,P법정공영,,,,옥외,0.0,60.0,,,24.0,1.0,77.06129048118153
신설동,동대문구 신설동 114-29,동대문구,신설동,11230101,79.0,37.5725001,127.0242356,시영,P법정공영,,,,옥외,0.0,79.0,,,10.0,1.0,123.47916128287619
압구정고가1,강남구 신사동 668-0,강남구,신사동,11680107,19.0,37.5235601,127.0283075,시영,P법정공영,,,,옥외,0.0,19.0,,,13.0,1.0,49.01590995064489
압구정고가2,강남구 신사동 668-0,강남구,신사동,11680107,19.0,37.5235601,127.0283075,시영,P법정공영,,,,옥외,0.0,19.0,,,13.0,1.0,46.91212597753406
여의도공원,영등포구 여의도동 2-11,영등포구,여의도동,11560110,48.0,37.525695,126.924236,시영,P법정공영,,,,옥외,0.0,48.0,,,10.0,2.0,6.723093982494458
여의서로,영등포구 여의도동 8-1,영등포구,여의도동,11560110,84.0,37.5286614,126.9301289,시영,P법정공영,,,,옥외,0.0,84.0,,,10.0,3.0,9.060668808186625
영동6교밑,강남구 대치동 512-1,강남구,대치동,11680106,39.0,37.4950972,127.0703164,시영,P법정공영,,,,옥외,0.0,39.0,,,10.0,2.0,14.700948445250157
영등포구청역,영등포구 당산동3가 370-3,영등포구,당산동3가,11560113,137.0,37.5243099,126.8955585,시영,P법정공영,,,,옥외,0.0,137.0,영등포구청,35.0,20.0,1.0,60.5084849246375
온수역(남),구로구 온수동 51-26,구로구,온수동,11530110,42.0,37.4918876,126.8241188,시영,P법정공영,,,,옥외,0.0,42.0,,,10.0,1.0,39.15511790983358
원효대교 남단,영등포구 여의도동 5-0,영등포구,여의도동,11560110,13.0,37.5200472,126.9331794,시영,P법정공영,,,,옥외,0.0,13.0,,,24.0,3.0,6.996116169785758
